index,Job_ title,Salary _estimate,Rating,Company _name,Job_state,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Min_salary,Max_ salary,Avg_Salary,Job
486,Data Scientist - TS/SCI FSP or CI Required,31 -56 ,5,"Phoenix Operations Group
5.0",MD,"Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),137,56,96.5,Data Scientist
487,"Data Scientist, Applied Machine Learning - Bay Area",95 -119 ,3.3,"Tempus Labs
3.3",CA,"Redwood City, CA","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,137,119,128,Data Scientist
488,Data Scientist,95 -119 ,3.5,"The Knot Worldwide
3.5",DC,"Washington, DC","Chevy Chase, MD",1001 to 5000 employees,2019,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,137,119,128,Data Scientist
489,Data Scientist,95 -119 ,3.5,"Crossover Health
3.5",CA,"San Clemente, CA","Aliso Viejo, CA",1 to 50 employees,2010,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),137,119,128,Data Scientist
490,Data Scientist,95 -119 ,4,"Lorven Technologies Inc
4.0",NY,"New York, NY","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),137,119,128,Data Scientist
491,Data Analyst,95 -119 ,3.9,"Nolij Consulting
3.9",VA,"Falls Church, VA","Vienna, VA",51 to 200 employees,2012,Company - Public,Consulting,Business Services,$1 to $5 million (USD),137,119,128,Data Analyst
492,Data Scientist,95 -119 ,3.4,"Dice.com
3.4",MA,"Newton, MA","Denver, CO",201 to 500 employees,1990,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),137,119,128,Data Scientist
493,Data Scientist,95 -119 ,3.5,"Gap Inc.
3.5",CA,"San Francisco, CA","San Francisco, CA",10000+ employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),137,119,128,Data Scientist
494,Data Scientist,95 -119 ,4.7,"Tygart Technology, Inc
4.7",DC,"Washington, DC","Fairmont, WV",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),137,119,128,Data Scientist
495,Data Scientist,95 -119 ,-1,Hatch Data Inc,CA,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,137,119,128,Data Scientist
496,Data Scientist,95 -119 ,-1,Hatch Data Inc,CA,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,137,119,128,Data Scientist
497,Data Scientist,95 -119 ,-1,Hatch Data Inc,CA,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,137,119,128,Data Scientist
498,Data Scientist,95 -119 ,-1,Hatch Data Inc,CA,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,137,119,128,Data Scientist
499,Data Scientist,95 -119 ,-1,Hatch Data Inc,CA,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,137,119,128,Data Scientist
500,Data Scientist,95 -119 ,-1,Hatch Data Inc,CA,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,137,119,128,Data Scientist
501,Data Scientist,95 -119 ,4.6,"Murray Resources
4.6",TX,"The Woodlands, TX","Houston, TX",1 to 50 employees,1988,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),137,119,128,Data Scientist
502,Data Scientist,95 -119 ,4,"New York Technology Partners
4.0",WA,"Seattle, WA","Jersey City, NJ",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),137,119,128,Data Scientist
503,Data Scientist,95 -119 ,4,"Two95 International Inc.
4.0",IL,"Chicago, IL","Cherry Hill, NJ",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),137,119,128,Data Scientist
504,Data Scientist,95 -119 ,-1,Sophinea,VA,"Chantilly, VA",-1,1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,137,119,128,Data Scientist
505,Data Scientist,95 -119 ,4.7,"CRS Group
4.7",IL,"Chicago, IL","Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),137,119,128,Data Scientist
506,Data Scientist,95 -119 ,3.5,"Blackstone Talent Group
3.5",CA,"San Francisco, CA","San Francisco, CA",51 to 200 employees,1998,Company - Private,Consulting,Business Services,$25 to $50 million (USD),137,119,128,Data Scientist
507,Data Scientist - TS/SCI Required,95 -119 ,5,"Phoenix Operations Group
5.0",MD,"Baltimore, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),137,119,128,Data Scientist
508,Senior Principal Data Scientist (Python/R),212 -331 ,4.1,"Roche
4.1",CA,"Pleasanton, CA","Basel, Switzerland",10000+ employees,1896,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),137,331,234,Data Scientist
509,"Real World Science, Data Scientist",212 -331 ,4,"AstraZeneca
4.0",DE,"Wilmington, DE","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),137,331,234,Data Scientist
511,Data Scientist(s)/Machine Learning Engineer,212 -331 ,5,"Blue Horizon Tek Solutions
5.0",NY,"New York, NY","Coconut Creek, FL",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,137,331,234,Data Scientist
512,Senior Data Scientist,212 -331 ,3.5,"Maxar Technologies
3.5",VA,"Herndon, VA","Westminster, CO",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),137,331,234,Data Scientist
513,Data Scientist,212 -331 ,4.7,"Sharpedge Solutions Inc
4.7",WA,"Seattle, WA","Lombard, IL",Unknown,-1,Company - Private,Publishing,Media,Less than $1 million (USD),137,331,234,Data Scientist
514,Data Scientist,212 -331 ,3.5,"Maxar Technologies
3.5",VA,"Herndon, VA","Westminster, CO",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),137,331,234,Data Scientist
515,Data Scientist,212 -331 ,3.6,"Alaka`ina Foundation Family of Companies
3.6",TX,"Fort Sam Houston, TX","Honolulu, HI",501 to 1000 employees,-1,Government,-1,-1,Unknown / Non-Applicable,137,331,234,Data Scientist
516,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,212 -331 ,3.9,"Southwest Research Institute
3.9",OK,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),137,331,234,Data Scientist
517,Data Scientist,212 -331 ,2.7,"Hexagon US Federal
2.7",MD,"Lexington Park, MD","Chantilly, VA",51 to 200 employees,2010,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,137,331,234,Data Scientist
518,Data Science Software Engineer,212 -331 ,4.8,"Klaviyo
4.8",MA,"Boston, MA","Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,137,331,234,NA
519,"Scientist / Group Lead, Cancer Biology",212 -331 ,-1,Monte Rosa Therapeutics,MA,"Cambridge, MA",-1,-1,-1,-1,-1,-1,-1,137,331,234,Data Scientist
520,Data Scientist,212 -331 ,4,"Comtech Global Inc
4.0",DC,"Washington, DC","Columbus, OH",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),137,331,234,Data Scientist
521,Data Scientist,212 -331 ,3.8,"Aveshka, Inc.
3.8",DC,"Washington, DC","Arlington, VA",51 to 200 employees,2010,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),137,331,234,Data Scientist
522,"Manager, Field Application Scientist, Southeast",212 -331 ,4.2,"10x Genomics
4.2",NC,"Raleigh, NC","Pleasanton, CA",501 to 1000 employees,2012,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,137,331,234,Data Scientist
523,COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,212 -331 ,3.9,"Southwest Research Institute
3.9",OH,"Dayton, OH","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),137,331,234,Data Scientist
524,Data Scientist,212 -331 ,-1,CompuForce,NY,"New York, NY","New York, NY",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,137,331,234,Data Scientist
525,Data Scientist,212 -331 ,4.5,"Smith Hanley Associates
4.5",DC,"Washington, DC","New York, 061",1 to 50 employees,1980,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,137,331,234,Data Scientist
526,Scientist - Machine Learning,212 -331 ,3.5,"Allen Institute
3.5",WA,"Seattle, WA","Seattle, WA",201 to 500 employees,2003,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),137,331,234,Data Scientist
527,Data Scientist,212 -331 ,2.7,"1-800-Flowers
2.7",NY,"New York, NY","Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),137,331,234,Data Scientist
528,Data Scientist,212 -331 ,3.5,"Aptive
3.5",DC,"Washington, DC","Alexandria, VA",51 to 200 employees,2012,Company - Private,Consulting,Business Services,$25 to $50 million (USD),137,331,234,Data Scientist
529,Data Scientist - Image and Video Analytics,66 -112 ,4.9,"The Mom Project
4.9",CO,"Longmont, CO","Chicago, IL",1 to 50 employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,137,112,124.5,Data Scientist
530,Data Scientist,66 -112 ,3.6,"Powertek
3.6",DC,"Washington, DC","Rockville, MD",51 to 200 employees,2001,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),137,112,124.5,Data Scientist
531,Data Scientist,66 -112 ,5,"JCD Staffing
5.0",DC,"Washington, DC","Germantown, MD",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,137,112,124.5,Data Scientist
532,Data Scientist,66 -112 ,3.1,"Bayside Solutions
3.1",CA,"Sunnyvale, CA","Pleasanton, CA",1 to 50 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),137,112,124.5,Data Scientist
533,Senior Data Engineer,66 -112 ,3.9,"Thumbtack
3.9",CA,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2009,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,137,112,124.5,NA
534,Data Scientist,66 -112 ,3.4,"MILVETS Systems Technology, Inc.
3.4",MD,"Patuxent, Anne Arundel, MD","Orlando, FL",51 to 200 employees,1986,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),137,112,124.5,Data Scientist
535,Machine Learning Scientist / Engineer,66 -112 ,4.1,"Apple
4.1",CA,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),137,112,124.5,Data Scientist
536,Data Scientist,66 -112 ,4.1,"Kforce
4.1",VA,"Fairfax, VA","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),137,112,124.5,Data Scientist
537,Sr. Data Scientist,66 -112 ,3.5,"Evolve Vacation Rental
3.5",CO,"Denver, CO","Denver, CO",201 to 500 employees,2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,137,112,124.5,Data Scientist
538,"Intelligence Data Analyst, Senior",66 -112 ,4.3,"The Buffalo Group
4.3",VA,"Fort Belvoir, VA","Reston, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),137,112,124.5,Data Analyst
539,Data Science Analyst,66 -112 ,4.4,"OppLoans
4.4",IL,"Chicago, IL","Chicago, IL",201 to 500 employees,2012,Company - Private,Lending,Finance,$100 to $500 million (USD),137,112,124.5,Data Analyst
540,Data Scientist,66 -112 ,3.8,"AgreeYa Solutions
3.8",CA,"Thousand Oaks, CA","Folsom, CA",1001 to 5000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),137,112,124.5,Data Scientist
541,Data Scientist,66 -112 ,3.7,"Carolina Power & Light Co
3.7",VA,"McLean, VA","Raleigh, NC",5001 to 10000 employees,1908,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,137,112,124.5,Data Scientist
542,COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,66 -112 ,3.9,"Southwest Research Institute
3.9",TX,"San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),137,112,124.5,Data Scientist
543,Data Scientist,66 -112 ,3.9,"Brillient
3.9",MD,"Silver Spring, MD","Reston, VA",501 to 1000 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),137,112,124.5,Data Scientist
544,Data Modeler (Analytical Systems),66 -112 ,3.7,"MassMutual
3.7",MA,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),137,112,124.5,NA
545,Data Scientist,66 -112 ,2.9,"Xator Corporation
2.9",DC,"Washington, DC","Reston, VA",501 to 1000 employees,-1,Contract,IT Services,Information Technology,$25 to $50 million (USD),137,112,124.5,Data Scientist
546,Data Scientist,66 -112 ,4.6,"HAN IT Staffing Inc.
4.6",NY,"New York, NY","Totowa, NJ",51 to 200 employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,137,112,124.5,Data Scientist
547,Data Scientist,66 -112 ,3.4,"Infinitive Inc
3.4",VA,"McLean, VA","Cedar Rapids, IA",201 to 500 employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),137,112,124.5,Data Scientist
548,"Data Engineer (Analytics, SQL, Python, AWS)",66 -112 ,4,"Travelers
4.0",CT,"Hartford, CT","Hartford, CT",10000+ employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),137,112,124.5,NA
549,Data Scientist 3 (718),128 -201 ,3.3,"Amyris
3.3",CA,"Emeryville, CA","Emeryville, CA",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),137,201,169,Data Scientist
550,Data Scientist,128 -201 ,4.3,"Lightspeed Systems
4.3",TX,"Austin, TX","Austin, TX",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),137,201,169,Data Scientist
551,Senior Data Scientist,128 -201 ,3.9,"Thumbtack
3.9",CA,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2009,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,137,201,169,Data Scientist
552,Senior Data Analyst - Finance & Platform Analytics,128 -201 ,3.6,"Twitch
3.6",CA,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,137,201,169,Data Analyst
553,Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team),128 -201 ,4.7,"New Relic
4.7",OR,"Portland, OR","San Francisco, CA",1001 to 5000 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),137,201,169,NA
554,IT Partner Digital Health Technology and Data Science,128 -201 ,3.6,"Biogen
3.6",MA,"Cambridge, MA","Cambridge, MA",5001 to 10000 employees,1978,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),137,201,169,NA
555,Data Scientist,128 -201 ,-1,HireAi,CA,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,137,201,169,Data Scientist
556,"Senior Machine Learning Scientist - Bay Area, CA",128 -201 ,3.3,"Tempus Labs
3.3",CA,"Redwood City, CA","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,137,201,169,Data Scientist
557,Data Scientist,128 -201 ,3.3,"ICW Group
3.3",CA,"San Diego, CA","San Diego, CA",501 to 1000 employees,1972,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),137,201,169,Data Scientist
558,Clinical Data Analyst,128 -201 ,3.8,"NYSTEC
3.8",NY,"New York, NY","Rome, NY",51 to 200 employees,1996,Nonprofit Organization,Consulting,Business Services,$25 to $50 million (USD),137,201,169,Data Analyst
559,Data Scientist,128 -201 ,4.5,"E3 Federal Solutions
4.5",VA,"Chantilly, VA","McLean, VA",501 to 1000 employees,2004,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,137,201,169,Data Scientist
560,Data Engineer,128 -201 ,4.5,"Kingfisher Systems
4.5",VA,"Falls Church, VA","Falls Church, VA",51 to 200 employees,2005,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),137,201,169,NA
561,Data Scientist Technical Specialist,128 -201 ,3.4,"Peraton
3.4",VA,"Chantilly, VA","Herndon, VA",1001 to 5000 employees,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),137,201,169,Data Scientist
562,Senior Data Scientist,128 -201 ,3.1,"Group O
3.1",IL,"Chicago, IL","Milan, IL",1001 to 5000 employees,1974,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),137,201,169,Data Scientist
563,Data Science Manager,128 -201 ,4,"Autodesk
4.0",CA,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),137,201,169,NA
564,Computer Vision / Deep Learning Scientist,128 -201 ,3.3,"Tempus Labs
3.3",IL,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,137,201,169,Data Scientist
565,Big Data Engineer,128 -201 ,4.1,"CaptiveAire
4.1",NC,"Raleigh, NC","Raleigh, NC",1001 to 5000 employees,1976,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),137,201,169,NA
566,Data Architect,128 -201 ,4.2,"LSQ
4.2",FL,"Orlando, FL","Orlando, FL",51 to 200 employees,1996,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),137,201,169,NA
567,Machine Learning Engineer,128 -201 ,3.9,"Temboo
3.9",NY,"New York, NY","New York, NY",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,137,201,169,NA
568,Data Scientist,128 -201 ,-1,Kibo,PA,"Philadelphia, PA","Marbella, Spain",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,137,201,169,Data Scientist
569,Aviation AI/ML Data Scientist,128 -201 ,3.3,"MITRE
3.3",VA,"McLean, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),137,201,169,Data Scientist
571,Data Scientist / Applied Mathematician,138 -158 ,4.5,"Fullpower Technologies, Inc.
4.5",CA,"Santa Cruz, CA","Santa Cruz, CA",51 to 200 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),137,158,147.5,Data Scientist
572,"Machine Learning Engineer, Sr.",138 -158 ,4.2,"AeroVironment
4.2",CA,"Simi Valley, CA","Simi Valley, CA",501 to 1000 employees,1971,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),137,158,147.5,NA
573,Data Scientist (TS/SCI w/ Poly),138 -158 ,3.5,"Maxar Technologies
3.5",VA,"Herndon, VA","Westminster, CO",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),137,158,147.5,Data Scientist
574,Weapons and Sensors Engineer/Scientist,138 -158 ,4,"Dynetics
4.0",AL,"Huntsville, AL","Huntsville, AL",1001 to 5000 employees,1974,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),137,158,147.5,Data Scientist
575,Applied Computer Scientist,138 -158 ,4.5,"Systems & Technology Research
4.5",MA,"Woburn, MA","Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),137,158,147.5,Data Scientist
576,Senior Data Analyst,138 -158 ,4.5,"Novetta
4.5",VA,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),137,158,147.5,Data Analyst
577,Information Systems Engineering Specialist (Engineering Scientist),138 -158 ,3.8,"Applied Research Laboratories
3.8",TX,"Austin, TX","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,137,158,147.5,Data Scientist
578,Cloud Data Engineer (Azure),138 -158 ,3.9,"Navy Federal Credit Union
3.9",VA,"Merrifield, VA","Vienna, VA",10000+ employees,1933,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,137,158,147.5,NA
579,Scientist/Research Associate-Metabolic Engineering,138 -158 ,2,"Conagen
2.0",MA,"New Bedford, MA","Bedford, MA",51 to 200 employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,137,158,147.5,Data Scientist
580,"Vice President, Biometrics and Clinical Data Management",138 -158 ,4.8,"Alector
4.8",CA,"South San Francisco, CA","South San Francisco, CA",51 to 200 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,137,158,147.5,NA
581,Enterprise Data Analyst (Enterprise Portfolio Management Office),138 -158 ,3.9,"Navy Federal Credit Union
3.9",VA,"Merrifield, VA","Vienna, VA",10000+ employees,1933,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,137,158,147.5,Data Analyst
582,Senior Scientist - Toxicologist - Product Integrity (Stewardship),138 -158 ,3.3,"Reynolds American
3.3",NC,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),137,158,147.5,Data Scientist
583,Lead Data Scientist – Network Analysis and Control,138 -158 ,3.3,"MITRE
3.3",MA,"Bedford, MA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),137,158,147.5,Data Scientist
584,Senior Machine Learning Engineer,138 -158 ,5,"LifeOmic
5.0",NC,"Raleigh, NC","Indianapolis, IN",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,137,158,147.5,NA
585,"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",138 -158 ,4.4,"Homology Medicines, Inc.
4.4",MA,"New Bedford, MA","Bedford, MA",51 to 200 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,137,158,147.5,Data Scientist
586,Data Engineer,138 -158 ,3.4,"Spectrum Communications and Consulting
3.4",IL,"Chicago, IL","Chicago, IL",51 to 200 employees,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),137,158,147.5,NA
587,Developer III - Data Science,138 -158 ,3.3,"Inland Empire Health Plan
3.3",CA,"Rancho Cucamonga, CA","Rancho Cucamonga, CA",1001 to 5000 employees,1996,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),137,158,147.5,NA
588,Senior Data Engineer,138 -158 ,2.9,"Affinity Solutions
2.9",NY,"New York, NY","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,137,158,147.5,NA
589,Hydrogen/Tritium Materials Scientist (Experienced),138 -158 ,3.8,"Sandia National Laboratories
3.8",CA,"Livermore, CA","Albuquerque, NM",10000+ employees,1949,Government,Federal Agencies,Government,$2 to $5 billion (USD),137,158,147.5,Data Scientist
590,Data Engineer,138 -158 ,3.5,"Maxar Technologies
3.5",VA,"McLean, VA","Westminster, CO",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),137,158,147.5,NA
591,Patient Safety- Associate Data Scientist,80 -132 ,4,"AstraZeneca
4.0",MD,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),137,132,134.5,Data Scientist
592,Senior Data Scientist,80 -132 ,4,"Autodesk
4.0",CA,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),137,132,134.5,Data Scientist
593,Data Scientist,80 -132 ,3.4,"USI
3.4",MI,"Southfield, MI","Saint Paul, MN",1001 to 5000 employees,1998,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),137,132,134.5,Data Scientist
594,Data Scientist,80 -132 ,3.9,"GSK
3.9",PA,"Collegeville, PA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),137,132,134.5,Data Scientist
595,Data Scientist,80 -132 ,3.8,"CIA
3.8",DC,"Washington, DC","Langley, VA",Unknown,1947,Government,Federal Agencies,Government,Unknown / Non-Applicable,137,132,134.5,Data Scientist
596,Data Scientist,80 -132 ,4.5,"Maven Wave Partners
4.5",IL,"Chicago, IL","Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),137,132,134.5,Data Scientist
597,Data Scientist,80 -132 ,4.3,"Ovative Group
4.3",MN,"Minneapolis, MN","Minneapolis, MN",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),137,132,134.5,Data Scientist
598,Data Scientist,80 -132 ,3.6,"Kognetics
3.6",OH,"Gahanna, OH","New York, NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,137,132,134.5,Data Scientist
599,Data Scientist,80 -132 ,2.9,"Envision Healthcare
2.9",TN,"Nashville, TN","Nashville, TN",10000+ employees,2005,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,137,132,134.5,Data Scientist
601,Data Scientist,80 -132 ,3.2,"ConsumerTrack
3.2",ia,California,"Los Angeles, CA",51 to 200 employees,2004,Company - Private,Internet,Information Technology,$25 to $50 million (USD),137,132,134.5,Data Scientist
602,Decision Scientist,80 -132 ,4.5,"Johns Hopkins University Applied Physics Laboratory
4.5",MD,"Laurel, MD","Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),137,132,134.5,Data Scientist
603,Data Scientist - TS/SCI FSP or CI Required,80 -132 ,5,"Phoenix Operations Group
5.0",MD,"Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),137,132,134.5,Data Scientist
604,Data Scientist,80 -132 ,3.5,"Crossover Health
3.5",CA,"San Clemente, CA","Aliso Viejo, CA",1 to 50 employees,2010,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),137,132,134.5,Data Scientist
605,Data Scientist,80 -132 ,4,"Lorven Technologies Inc
4.0",NY,"New York, NY","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),137,132,134.5,Data Scientist
606,Data Scientist,80 -132 ,4.4,"Meridian Knowledge Solutions
4.4",DC,"Washington, DC","Reston, VA",51 to 200 employees,1997,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),137,132,134.5,Data Scientist
